Item,Date,Hour,Server,Category,Percentage_Used[%],Freespace[MB]
/db2/log,2026-06-20,3,prdapp02,Database Log,56.46,114137.5
/db2/data,2026-06-20,3,prdapp01,Database Data,49.61,528377.45
/sapmnt,2026-06-20,3,prdapp03,Application Server,35.96,167877.02
/db2/log,2026-06-20,4,prdapp03,Database Log,51.0,128450.56
/sapmnt,2026-06-20,4,prdapp01,Application Server,54.82,118436.66
/db2/data,2026-06-20,4,prdapp01,Database Data,36.2,668991.49
/sapmnt,2026-06-20,4,prdapp01,Application Server,51.11,128162.2
/usr/sap/trans,2026-06-20,4,prdapp02,Application Server,68.91,163001.14
/sapmnt,2026-06-20,4,prdapp03,Application Server,49.17,133247.8
/usr/sap/trans,2026-06-20,4,prdapp03,Application Server,43.63,295541.15
/usr/sap/trans,2026-06-20,5,prdapp03,Application Server,31.82,357459.56
/db2/data,2026-06-20,5,prdapp01,Database Data,41.04,618240.41
/sapmnt,2026-06-20,5,prdapp01,Application Server,71.1,75759.62
/sapmnt,2026-06-20,5,prdapp01,Application Server,72.98,70831.31
/usr/sap/trans,2026-06-20,5,prdapp01,Application Server,70.19,156290.25
/sapmnt,2026-06-20,5,prdapp02,Application Server,65.85,89522.18
/usr/sap/trans,2026-06-20,5,prdapp01,Application Server,66.23,177052.06
/db2/data,2026-06-20,6,prdapp02,Database Data,43.44,593074.59
/db2/data,2026-06-20,6,prdapp01,Database Data,48.83,536556.34
/db2/log,2026-06-20,6,prdapp03,Database Log,39.43,158780.62
/db2/log,2026-06-20,6,prdapp03,Database Log,44.02,146748.21
/db2/log,2026-06-20,6,prdapp02,Database Log,43.43,148294.86
/db2/data,2026-06-20,6,prdapp03,Database Data,38.22,647810.25
/usr/sap/trans,2026-06-20,6,prdapp02,Application Server,30.94,362073.29
/sapmnt,2026-06-20,7,prdapp03,Application Server,57.11,112433.56
/db2/data,2026-06-20,7,prdapp03,Database Data,59.74,422156.7
/usr/sap/trans,2026-06-20,7,prdapp02,Application Server,40.82,310273.64
/sapmnt,2026-06-20,7,prdapp03,Application Server,35.97,167850.8
/sapmnt,2026-06-20,7,prdapp03,Application Server,49.62,132068.15
/db2/log,2026-06-20,7,prdapp01,Database Log,45.49,142894.69
/sapmnt,2026-06-20,7,prdapp01,Application Server,56.14,114976.36
/db2/data,2026-06-20,8,prdapp03,Database Data,61.36,405169.77
/usr/sap/trans,2026-06-20,8,prdapp02,Application Server,58.45,217841.66
/sapmnt,2026-06-20,8,prdapp03,Application Server,53.49,121923.17
/sapmnt,2026-06-20,8,prdapp01,Application Server,71.27,75313.97
/usr/sap/trans,2026-06-20,8,prdapp03,Application Server,40.01,314520.37
/db2/data,2026-06-20,8,prdapp03,Database Data,55.53,466301.75
/db2/log,2026-06-20,8,prdapp01,Database Log,43.74,147482.21
/sapmnt,2026-06-20,9,prdapp02,Application Server,37.81,163027.35
/sapmnt,2026-06-20,9,prdapp02,Application Server,56.69,113534.57
/sapmnt,2026-06-20,9,prdapp02,Application Server,70.43,77515.98
/db2/log,2026-06-20,9,prdapp02,Database Log,55.6,116391.94
/sapmnt,2026-06-20,9,prdapp02,Application Server,70.81,76519.83
/usr/sap/trans,2026-06-20,9,prdapp03,Application Server,59.88,210344.35
/usr/sap/trans,2026-06-20,10,prdapp02,Application Server,57.58,222402.97
/db2/data,2026-06-20,10,prdapp03,Database Data,55.66,464938.6
/db2/log,2026-06-20,10,prdapp01,Database Log,51.16,128031.13
/db2/data,2026-06-20,10,prdapp02,Database Data,57.12,449629.39
/db2/data,2026-06-20,10,prdapp02,Database Data,67.08,345191.22
/db2/log,2026-06-20,10,prdapp02,Database Log,34.49,171730.53
/usr/sap/trans,2026-06-20,10,prdapp02,Application Server,55.46,233517.88
/usr/sap/trans,2026-06-20,11,prdapp03,Application Server,62.63,195926.43
/sapmnt,2026-06-20,11,prdapp03,Application Server,63.21,96442.78
/db2/data,2026-06-20,11,prdapp03,Database Data,37.95,650641.41
/usr/sap/trans,2026-06-20,11,prdapp02,Application Server,31.26,360395.57
/usr/sap/trans,2026-06-20,11,prdapp02,Application Server,69.23,161323.42
/db2/data,2026-06-20,11,prdapp02,Database Data,60.57,413453.52
/sapmnt,2026-06-20,11,prdapp03,Application Server,36.28,167038.16
/usr/sap/trans,2026-06-20,12,prdapp01,Application Server,70.95,152305.66
/db2/data,2026-06-20,12,prdapp01,Database Data,30.97,723832.01
/db2/log,2026-06-20,12,prdapp02,Database Log,31.63,179227.85
/db2/data,2026-06-20,12,prdapp02,Database Data,41.22,616352.97
/db2/data,2026-06-20,12,prdapp03,Database Data,52.71,495871.59
/db2/data,2026-06-20,12,prdapp03,Database Data,51.63,507196.21
/usr/sap/trans,2026-06-20,12,prdapp01,Application Server,73.26,140194.61
/db2/data,2026-06-20,13,prdapp01,Database Data,72.91,284059.24
/usr/sap/trans,2026-06-20,13,prdapp03,Application Server,54.87,236611.17
/usr/sap/trans,2026-06-20,13,prdapp02,Application Server,40.2,313524.22
/usr/sap/trans,2026-06-20,13,prdapp02,Application Server,39.13,319134.11
/db2/log,2026-06-20,13,prdapp01,Database Log,48.1,136052.74
/usr/sap/trans,2026-06-20,13,prdapp01,Application Server,30.99,361811.15
/usr/sap/trans,2026-06-20,13,prdapp03,Application Server,34.91,341259.06
/db2/data,2026-06-20,14,prdapp03,Database Data,50.32,520932.56
/db2/log,2026-06-20,14,prdapp01,Database Log,67.39,85485.16
/db2/data,2026-06-20,14,prdapp02,Database Data,50.25,521666.56
/db2/log,2026-06-20,14,prdapp01,Database Log,74.69,66348.65
/db2/log,2026-06-20,14,prdapp03,Database Log,68.06,83728.79
/sapmnt,2026-06-20,14,prdapp01,Application Server,61.87,99955.51
/usr/sap/trans,2026-06-20,14,prdapp03,Application Server,68.91,163001.14
/sapmnt,2026-06-20,15,prdapp03,Application Server,31.22,180302.64
/sapmnt,2026-06-20,15,prdapp03,Application Server,45.31,143366.55
/sapmnt,2026-06-20,15,prdapp01,Application Server,65.6,90177.54
/db2/log,2026-06-20,15,prdapp01,Database Log,63.45,95813.63
/db2/log,2026-06-20,15,prdapp03,Database Log,44.59,145253.99
/db2/log,2026-06-20,15,prdapp01,Database Log,64.13,94031.05
/db2/data,2026-06-20,15,prdapp01,Database Data,69.03,324743.99
/db2/data,2026-06-20,16,prdapp03,Database Data,32.62,706530.51
/usr/sap/trans,2026-06-20,16,prdapp02,Application Server,46.51,280441.65
/db2/log,2026-06-20,16,prdapp01,Database Log,56.13,115002.57
/db2/data,2026-06-20,16,prdapp03,Database Data,36.04,670669.21
/db2/log,2026-06-20,16,prdapp02,Database Log,71.16,75602.33
/sapmnt,2026-06-20,16,prdapp01,Application Server,63.04,96888.42
/db2/data,2026-06-20,16,prdapp01,Database Data,45.26,573990.5
/usr/sap/trans,2026-06-20,17,prdapp03,Application Server,45.78,284268.95
/db2/data,2026-06-20,17,prdapp01,Database Data,67.05,345505.79
/usr/sap/trans,2026-06-20,17,prdapp01,Application Server,57.89,220777.68
/usr/sap/trans,2026-06-20,17,prdapp03,Application Server,50.4,260046.85
/usr/sap/trans,2026-06-20,17,prdapp01,Application Server,52.27,250242.66
/db2/log,2026-06-20,17,prdapp03,Database Log,48.68,134532.3
/usr/sap/trans,2026-06-20,17,prdapp02,Application Server,41.23,308124.06
/sapmnt,2026-06-20,18,prdapp02,Application Server,46.14,141190.76
/db2/log,2026-06-20,18,prdapp02,Database Log,47.22,138359.6
/sapmnt,2026-06-20,18,prdapp01,Application Server,54.01,120560.03
/db2/log,2026-06-20,18,prdapp01,Database Log,44.57,145306.42
/db2/data,2026-06-20,18,prdapp03,Database Data,62.65,391643.14
/usr/sap/trans,2026-06-20,18,prdapp01,Application Server,50.13,261462.43
/sapmnt,2026-06-20,18,prdapp01,Application Server,34.15,172621.82
/usr/sap/trans,2026-06-20,19,prdapp03,Application Server,34.24,344771.79
/db2/log,2026-06-20,19,prdapp02,Database Log,47.68,137153.74
/usr/sap/trans,2026-06-20,19,prdapp01,Application Server,67.06,172700.47
/sapmnt,2026-06-20,19,prdapp03,Application Server,67.21,85957.02
/db2/log,2026-06-20,19,prdapp02,Database Log,60.18,104385.74
/usr/sap/trans,2026-06-20,19,prdapp02,Application Server,30.55,364118.02
/sapmnt,2026-06-20,20,prdapp02,Application Server,53.1,122945.54
/usr/sap/trans,2026-06-20,20,prdapp03,Application Server,57.19,224447.69
/sapmnt,2026-06-20,20,prdapp02,Application Server,59.03,107400.4
/db2/log,2026-06-20,20,prdapp03,Database Log,34.8,170917.89
/db2/data,2026-06-20,20,prdapp03,Database Data,40.51,623797.86
/usr/sap/trans,2026-06-20,20,prdapp02,Application Server,66.68,174692.76
/db2/data,2026-06-20,20,prdapp02,Database Data,61.51,403596.9
/sapmnt,2026-06-20,21,prdapp03,Application Server,38.94,160065.13
/sapmnt,2026-06-20,21,prdapp01,Application Server,31.69,179070.57
/usr/sap/trans,2026-06-20,21,prdapp03,Application Server,68.31,166146.87
/sapmnt,2026-06-20,21,prdapp03,Application Server,34.83,170839.24
/usr/sap/trans,2026-06-20,21,prdapp03,Application Server,50.32,260466.28
/sapmnt,2026-06-20,21,prdapp01,Application Server,30.45,182321.15
/db2/data,2026-06-20,21,prdapp03,Database Data,73.41,278816.36
/sapmnt,2026-06-20,22,prdapp02,Application Server,62.22,99038.0
/db2/log,2026-06-20,22,prdapp01,Database Log,45.87,141898.55
/db2/log,2026-06-20,22,prdapp03,Database Log,58.42,108999.48
/usr/sap/trans,2026-06-20,22,prdapp03,Application Server,66.7,174587.9
/db2/data,2026-06-20,22,prdapp01,Database Data,64.68,370357.04
/usr/sap/trans,2026-06-20,22,prdapp01,Application Server,33.24,350014.67
/db2/log,2026-06-20,22,prdapp02,Database Log,39.56,158439.83
/sapmnt,2026-06-20,23,prdapp03,Application Server,62.82,97465.14
/db2/log,2026-06-20,23,prdapp03,Database Log,48.11,136026.52
/sapmnt,2026-06-20,23,prdapp03,Application Server,58.1,109838.34
/db2/log,2026-06-20,23,prdapp03,Database Log,47.8,136839.17
/db2/data,2026-06-20,23,prdapp03,Database Data,58.88,431174.45
/db2/data,2026-06-20,23,prdapp02,Database Data,60.9,409993.22
/sapmnt,2026-06-20,23,prdapp03,Application Server,64.72,92484.4
/db2/log,2026-06-21,0,prdapp02,Database Log,32.86,176003.48
/usr/sap/trans,2026-06-21,0,prdapp01,Application Server,55.9,231211.01
/db2/data,2026-06-21,0,prdapp01,Database Data,42.49,603036.06
/usr/sap/trans,2026-06-21,0,prdapp02,Application Server,57.23,224237.98
/sapmnt,2026-06-21,0,prdapp01,Application Server,33.94,173172.33
/usr/sap/trans,2026-06-21,0,prdapp01,Application Server,31.52,359032.42
/usr/sap/trans,2026-06-21,0,prdapp01,Application Server,42.17,303195.75
/sapmnt,2026-06-21,1,prdapp01,Application Server,65.81,89627.03
/db2/log,2026-06-21,1,prdapp01,Database Log,67.37,85537.59
/db2/log,2026-06-21,1,prdapp02,Database Log,63.79,94922.34
/usr/sap/trans,2026-06-21,1,prdapp03,Application Server,41.93,304454.04
/usr/sap/trans,2026-06-21,1,prdapp03,Application Server,34.55,343146.5
/sapmnt,2026-06-21,1,prdapp02,Application Server,74.03,68078.8
/db2/data,2026-06-21,1,prdapp01,Database Data,44.23,584790.84
/sapmnt,2026-06-21,2,prdapp01,Application Server,72.47,72168.24
/db2/data,2026-06-21,2,prdapp01,Database Data,35.28,678638.39
/sapmnt,2026-06-21,2,prdapp02,Application Server,67.04,86402.66
/db2/log,2026-06-21,2,prdapp02,Database Log,49.97,131150.64
/db2/data,2026-06-21,2,prdapp01,Database Data,59.91,420374.12
/db2/log,2026-06-21,2,prdapp02,Database Log,59.65,105775.1
/usr/sap/trans,2026-06-21,2,prdapp03,Application Server,43.12,298215.01
/db2/log,2026-06-21,3,prdapp01,Database Log,52.99,123233.89
/db2/log,2026-06-21,3,prdapp02,Database Log,46.83,139381.96
/db2/log,2026-06-21,3,prdapp02,Database Log,36.56,166304.15
/usr/sap/trans,2026-06-21,3,prdapp01,Application Server,61.39,202427.6
/db2/log,2026-06-21,3,prdapp02,Database Log,38.76,160536.99
/db2/log,2026-06-21,3,prdapp02,Database Log,50.58,129551.56
/usr/sap/trans,2026-06-21,3,prdapp01,Application Server,45.88,283744.67
/db2/data,2026-06-21,4,prdapp01,Database Data,46.22,563924.17
/db2/log,2026-06-21,4,prdapp03,Database Log,68.74,81946.21
/sapmnt,2026-06-21,4,prdapp02,Application Server,55.44,116811.37
/sapmnt,2026-06-21,4,prdapp01,Application Server,69.41,80189.85
/usr/sap/trans,2026-06-21,4,prdapp01,Application Server,65.14,182766.8
/db2/data,2026-06-21,4,prdapp02,Database Data,65.17,365219.02
/sapmnt,2026-06-21,4,prdapp02,Application Server,38.96,160012.7
/usr/sap/trans,2026-06-21,5,prdapp03,Application Server,73.35,139722.75
/sapmnt,2026-06-21,5,prdapp02,Application Server,68.08,83676.36
/db2/data,2026-06-21,5,prdapp03,Database Data,47.52,550292.68
/db2/data,2026-06-21,5,prdapp01,Database Data,48.28,542323.51
/db2/log,2026-06-21,5,prdapp02,Database Log,62.03,99536.08
/db2/log,2026-06-21,5,prdapp01,Database Log,54.79,118515.3
/db2/data,2026-06-21,5,prdapp03,Database Data,46.36,562456.17
/db2/data,2026-06-21,6,prdapp01,Database Data,56.33,457913.14
/db2/log,2026-06-21,6,prdapp02,Database Log,34.59,171468.39
/db2/log,2026-06-21,6,prdapp03,Database Log,36.35,166854.66
/usr/sap/trans,2026-06-21,6,prdapp02,Application Server,57.12,224814.69
/usr/sap/trans,2026-06-21,6,prdapp03,Application Server,36.08,335124.89
/db2/data,2026-06-21,6,prdapp03,Database Data,39.12,638373.07
/usr/sap/trans,2026-06-21,7,prdapp02,Application Server,53.04,246205.64
/db2/log,2026-06-21,7,prdapp02,Database Log,74.93,65719.5
/usr/sap/trans,2026-06-21,7,prdapp02,Application Server,67.44,170708.17
/sapmnt,2026-06-21,7,prdapp02,Application Server,60.81,102734.23
/usr/sap/trans,2026-06-21,7,prdapp02,Application Server,36.53,332765.59
/usr/sap/trans,2026-06-21,7,prdapp02,Application Server,48.38,270637.47
/db2/log,2026-06-21,7,prdapp02,Database Log,31.06,180722.07
/db2/data,2026-06-21,8,prdapp03,Database Data,58.41,436102.76
/sapmnt,2026-06-21,8,prdapp01,Application Server,71.21,75471.26
/sapmnt,2026-06-21,8,prdapp02,Application Server,54.77,118567.73
/usr/sap/trans,2026-06-21,8,prdapp02,Application Server,66.64,174902.48
/sapmnt,2026-06-21,8,prdapp03,Application Server,65.89,89417.32
/db2/data,2026-06-21,8,prdapp01,Database Data,42.36,604399.21
/sapmnt,2026-06-21,8,prdapp02,Application Server,71.37,75051.83
/usr/sap/trans,2026-06-21,9,prdapp03,Application Server,50.63,258840.99
/db2/data,2026-06-21,9,prdapp01,Database Data,31.13,722154.29
/sapmnt,2026-06-21,9,prdapp02,Application Server,54.42,119485.24
/db2/data,2026-06-21,9,prdapp02,Database Data,48.23,542847.8
/db2/data,2026-06-21,9,prdapp03,Database Data,35.84,672766.36
/db2/log,2026-06-21,9,prdapp02,Database Log,40.92,154874.68
/usr/sap/trans,2026-06-21,9,prdapp02,Application Server,58.71,216478.52
/sapmnt,2026-06-21,10,prdapp03,Application Server,68.64,82208.36
/db2/data,2026-06-21,10,prdapp02,Database Data,62.09,397515.16
/usr/sap/trans,2026-06-21,10,prdapp03,Application Server,39.4,317718.53
/db2/data,2026-06-21,10,prdapp03,Database Data,49.48,529740.6
/db2/data,2026-06-21,10,prdapp03,Database Data,44.84,578394.52
/db2/log,2026-06-21,10,prdapp02,Database Log,58.2,109576.19
/usr/sap/trans,2026-06-21,10,prdapp01,Application Server,66.12,177628.77
/db2/data,2026-06-21,11,prdapp03,Database Data,48.98,534983.48
/db2/log,2026-06-21,11,prdapp03,Database Log,73.54,69363.3
/db2/log,2026-06-21,11,prdapp02,Database Log,34.33,172149.96
/sapmnt,2026-06-21,11,prdapp03,Application Server,47.38,137940.17
/sapmnt,2026-06-21,11,prdapp03,Application Server,74.47,66925.36
/db2/log,2026-06-21,11,prdapp02,Database Log,57.85,110493.7
/db2/log,2026-06-21,11,prdapp03,Database Log,57.77,110703.41
/db2/log,2026-06-21,12,prdapp03,Database Log,62.99,97019.49
/db2/log,2026-06-21,12,prdapp03,Database Log,72.92,70988.6
/sapmnt,2026-06-21,12,prdapp02,Application Server,47.86,136681.88
/sapmnt,2026-06-21,12,prdapp03,Application Server,31.32,180040.5
/sapmnt,2026-06-21,12,prdapp02,Application Server,43.88,147115.21
/sapmnt,2026-06-21,12,prdapp02,Application Server,58.79,108029.54
/sapmnt,2026-06-21,12,prdapp02,Application Server,46.86,139303.32
/db2/log,2026-06-21,13,prdapp02,Database Log,59.84,105277.03
/usr/sap/trans,2026-06-21,13,prdapp03,Application Server,54.13,240490.91
/db2/log,2026-06-21,13,prdapp03,Database Log,65.55,90308.61
/db2/log,2026-06-21,13,prdapp03,Database Log,68.3,83099.65
/usr/sap/trans,2026-06-21,13,prdapp03,Application Server,32.53,353737.11
/usr/sap/trans,2026-06-21,13,prdapp03,Application Server,35.82,336488.04
/db2/data,2026-06-21,13,prdapp01,Database Data,52.72,495766.73
/db2/data,2026-06-21,14,prdapp01,Database Data,51.11,512648.81
/sapmnt,2026-06-21,14,prdapp02,Application Server,35.49,169109.09
/db2/log,2026-06-21,14,prdapp01,Database Log,46.54,140142.18
/db2/data,2026-06-21,14,prdapp03,Database Data,58.66,433481.32
/db2/log,2026-06-21,14,prdapp03,Database Log,44.56,145332.63
/db2/data,2026-06-21,14,prdapp03,Database Data,53.49,487692.7
/usr/sap/trans,2026-06-21,14,prdapp02,Application Server,63.78,189897.11
/db2/data,2026-06-21,15,prdapp01,Database Data,74.71,265184.87
/db2/data,2026-06-21,15,prdapp01,Database Data,72.19,291608.99
/sapmnt,2026-06-21,15,prdapp01,Application Server,40.93,154848.46
/usr/sap/trans,2026-06-21,15,prdapp03,Application Server,69.77,158492.26
/db2/log,2026-06-21,15,prdapp02,Database Log,59.53,106089.68
/db2/data,2026-06-21,15,prdapp01,Database Data,58.0,440401.92
/sapmnt,2026-06-21,15,prdapp01,Application Server,52.97,123286.32
/db2/data,2026-06-21,16,prdapp01,Database Data,68.73,327889.72
/db2/data,2026-06-21,16,prdapp01,Database Data,58.06,439772.77
/usr/sap/trans,2026-06-21,16,prdapp03,Application Server,51.0,256901.12
/usr/sap/trans,2026-06-21,16,prdapp02,Application Server,58.65,216793.09
/db2/log,2026-06-21,16,prdapp02,Database Log,73.9,68419.58
/db2/log,2026-06-21,16,prdapp03,Database Log,35.88,168086.73
/sapmnt,2026-06-21,17,prdapp03,Application Server,37.79,163079.78
/usr/sap/trans,2026-06-21,17,prdapp01,Application Server,34.36,344142.64
/usr/sap/trans,2026-06-21,17,prdapp03,Application Server,48.21,271528.76
/sapmnt,2026-06-21,17,prdapp03,Application Server,36.43,166644.94
/sapmnt,2026-06-21,17,prdapp01,Application Server,32.56,176789.91
/db2/data,2026-06-21,17,prdapp02,Database Data,31.37,719637.71
/sapmnt,2026-06-21,17,prdapp03,Application Server,34.37,172045.11
/db2/log,2026-06-21,18,prdapp03,Database Log,63.05,96862.21
/sapmnt,2026-06-21,18,prdapp02,Application Server,30.63,181849.29
/usr/sap/trans,2026-06-21,18,prdapp03,Application Server,59.72,211183.21
/usr/sap/trans,2026-06-21,18,prdapp01,Application Server,73.85,137101.31
/db2/log,2026-06-21,18,prdapp01,Database Log,56.96,112826.78
/sapmnt,2026-06-21,18,prdapp03,Application Server,61.85,100007.94
/usr/sap/trans,2026-06-21,18,prdapp03,Application Server,49.81,263140.15
/sapmnt,2026-06-21,19,prdapp03,Application Server,35.28,169659.6
/usr/sap/trans,2026-06-21,19,prdapp01,Application Server,31.29,360238.28
/db2/log,2026-06-21,19,prdapp03,Database Log,39.15,159514.62
/sapmnt,2026-06-21,19,prdapp03,Application Server,71.75,74055.68
/sapmnt,2026-06-21,19,prdapp01,Application Server,41.84,152462.95
/sapmnt,2026-06-21,19,prdapp01,Application Server,72.33,72535.24
/db2/data,2026-06-21,19,prdapp02,Database Data,60.29,416389.53
/db2/data,2026-06-21,20,prdapp02,Database Data,72.07,292867.28
/usr/sap/trans,2026-06-21,20,prdapp03,Application Server,32.32,354838.12
/db2/log,2026-06-21,20,prdapp03,Database Log,42.01,152017.31
/db2/data,2026-06-21,20,prdapp03,Database Data,33.65,695730.18
/sapmnt,2026-06-21,20,prdapp01,Application Server,48.25,135659.52
/sapmnt,2026-06-21,20,prdapp01,Application Server,52.77,123810.61
/sapmnt,2026-06-21,20,prdapp03,Application Server,43.39,148399.72
/sapmnt,2026-06-21,21,prdapp01,Application Server,32.81,176134.55
/db2/log,2026-06-21,21,prdapp02,Database Log,70.2,78118.91
/db2/data,2026-06-21,21,prdapp02,Database Data,45.76,568747.62
/sapmnt,2026-06-21,21,prdapp01,Application Server,51.27,127742.77
/db2/data,2026-06-21,21,prdapp03,Database Data,52.9,493879.3
/usr/sap/trans,2026-06-21,21,prdapp03,Application Server,61.17,203581.03
/db2/data,2026-06-21,21,prdapp01,Database Data,34.22,689753.29
/sapmnt,2026-06-21,22,prdapp01,Application Server,41.76,152672.67
/sapmnt,2026-06-21,22,prdapp01,Application Server,69.79,79193.7
/sapmnt,2026-06-21,22,prdapp03,Application Server,31.97,178336.56
/sapmnt,2026-06-21,22,prdapp01,Application Server,32.43,177130.7
/db2/log,2026-06-21,22,prdapp01,Database Log,41.08,154455.24
/db2/data,2026-06-21,22,prdapp02,Database Data,32.18,711144.24
/db2/log,2026-06-21,22,prdapp01,Database Log,65.52,90387.25
/sapmnt,2026-06-21,23,prdapp03,Application Server,67.53,85118.16
/usr/sap/trans,2026-06-21,23,prdapp03,Application Server,69.14,161795.28
/usr/sap/trans,2026-06-21,23,prdapp03,Application Server,52.49,249089.23
/usr/sap/trans,2026-06-21,23,prdapp02,Application Server,50.56,259207.99
/db2/data,2026-06-21,23,prdapp01,Database Data,39.54,633969.05
/sapmnt,2026-06-21,23,prdapp03,Application Server,36.02,167719.73
/sapmnt,2026-06-21,23,prdapp02,Application Server,43.12,149107.51
/db2/data,2026-06-22,0,prdapp03,Database Data,44.68,580072.24
/db2/data,2026-06-22,0,prdapp02,Database Data,61.87,399822.03
/db2/data,2026-06-22,0,prdapp01,Database Data,39.16,637953.64
/db2/log,2026-06-22,0,prdapp02,Database Log,39.95,157417.47
/sapmnt,2026-06-22,0,prdapp03,Application Server,61.61,100637.08
/usr/sap/trans,2026-06-22,0,prdapp02,Application Server,51.22,255747.69
/db2/data,2026-06-22,0,prdapp03,Database Data,56.62,454872.27
/db2/log,2026-06-22,1,prdapp02,Database Log,52.94,123364.97
/db2/data,2026-06-22,1,prdapp01,Database Data,60.64,412719.51
/db2/data,2026-06-22,1,prdapp02,Database Data,71.92,294440.14
/usr/sap/trans,2026-06-22,1,prdapp03,Application Server,67.22,171861.61
/usr/sap/trans,2026-06-22,1,prdapp03,Application Server,74.33,134584.73
/db2/data,2026-06-22,1,prdapp03,Database Data,35.03,681259.83
/sapmnt,2026-06-22,1,prdapp03,Application Server,57.28,111987.92
/usr/sap/trans,2026-06-22,2,prdapp02,Application Server,37.25,328990.72
/db2/log,2026-06-22,2,prdapp03,Database Log,66.54,87713.38
/db2/data,2026-06-22,2,prdapp01,Database Data,64.18,375599.92
/usr/sap/trans,2026-06-22,2,prdapp01,Application Server,30.48,364485.02
/usr/sap/trans,2026-06-22,2,prdapp01,Application Server,31.85,357302.27
/usr/sap/trans,2026-06-22,2,prdapp02,Application Server,30.94,362073.29
/db2/log,2026-06-22,2,prdapp02,Database Log,30.91,181115.29
/usr/sap/trans,2026-06-22,3,prdapp01,Application Server,41.6,306184.19
/db2/data,2026-06-22,3,prdapp01,Database Data,51.48,508769.08
/usr/sap/trans,2026-06-22,3,prdapp03,Application Server,59.31,213332.79
/db2/log,2026-06-22,3,prdapp03,Database Log,40.65,155582.46
/db2/log,2026-06-22,3,prdapp01,Database Log,48.61,134715.8
/usr/sap/trans,2026-06-22,3,prdapp02,Application Server,54.35,239337.47
/sapmnt,2026-06-22,4,prdapp02,Application Server,64.55,92930.05
/db2/data,2026-06-22,4,prdapp02,Database Data,62.85,389545.98
/sapmnt,2026-06-22,4,prdapp02,Application Server,36.22,167195.44
/db2/data,2026-06-22,4,prdapp03,Database Data,38.11,648963.69
/sapmnt,2026-06-22,4,prdapp01,Application Server,36.01,167745.95
/sapmnt,2026-06-22,4,prdapp02,Application Server,43.84,147220.07
/db2/data,2026-06-22,4,prdapp01,Database Data,71.86,295069.29
/sapmnt,2026-06-22,5,prdapp01,Application Server,62.73,97701.07
/usr/sap/trans,2026-06-22,5,prdapp03,Application Server,51.26,255537.97
/db2/data,2026-06-22,5,prdapp02,Database Data,55.25,469237.76
/usr/sap/trans,2026-06-22,5,prdapp02,Application Server,60.39,207670.48
/sapmnt,2026-06-22,5,prdapp01,Application Server,70.33,77778.12
/db2/data,2026-06-22,5,prdapp03,Database Data,73.79,274831.77
/usr/sap/trans,2026-06-22,5,prdapp03,Application Server,52.46,249246.52
/db2/data,2026-06-22,6,prdapp02,Database Data,45.78,568537.91
/db2/data,2026-06-22,6,prdapp02,Database Data,39.56,633759.33
/usr/sap/trans,2026-06-22,6,prdapp01,Application Server,41.55,306446.34
/sapmnt,2026-06-22,6,prdapp02,Application Server,70.31,77830.55
/db2/data,2026-06-22,6,prdapp01,Database Data,68.4,331350.02
/sapmnt,2026-06-22,6,prdapp03,Application Server,67.92,84095.8
/sapmnt,2026-06-22,6,prdapp02,Application Server,30.15,183107.58
/usr/sap/trans,2026-06-22,7,prdapp02,Application Server,39.46,317403.96
/db2/data,2026-06-22,7,prdapp03,Database Data,36.57,665111.76
/db2/data,2026-06-22,7,prdapp03,Database Data,44.05,586678.27
/usr/sap/trans,2026-06-22,7,prdapp03,Application Server,52.76,247673.65
/db2/log,2026-06-22,7,prdapp02,Database Log,45.58,142658.76
/db2/data,2026-06-22,7,prdapp03,Database Data,46.54,560568.73
/db2/data,2026-06-22,7,prdapp02,Database Data,68.32,332188.88
/db2/data,2026-06-22,8,prdapp02,Database Data,59.31,426665.57
/db2/data,2026-06-22,8,prdapp03,Database Data,59.43,425407.28
/db2/log,2026-06-22,8,prdapp01,Database Log,30.27,182793.01
/usr/sap/trans,2026-06-22,8,prdapp02,Application Server,43.16,298005.3
/db2/data,2026-06-22,8,prdapp02,Database Data,74.86,263612.01
/db2/data,2026-06-22,8,prdapp02,Database Data,32.13,711668.53
/usr/sap/trans,2026-06-22,8,prdapp03,Application Server,56.01,230634.29
/sapmnt,2026-06-22,9,prdapp02,Application Server,55.22,117388.08
/usr/sap/trans,2026-06-22,9,prdapp03,Application Server,74.98,131176.86
/sapmnt,2026-06-22,9,prdapp02,Application Server,67.26,85825.95
/usr/sap/trans,2026-06-22,9,prdapp02,Application Server,67.1,172490.75
/db2/data,2026-06-22,9,prdapp01,Database Data,74.55,266862.59
/sapmnt,2026-06-22,9,prdapp03,Application Server,70.42,77542.2
/db2/log,2026-06-22,9,prdapp03,Database Log,68.7,82051.07
/sapmnt,2026-06-22,10,prdapp01,Application Server,62.79,97543.78
/db2/log,2026-06-22,10,prdapp03,Database Log,64.86,92117.4
/usr/sap/trans,2026-06-22,10,prdapp02,Application Server,31.94,356830.41
/sapmnt,2026-06-22,10,prdapp02,Application Server,67.21,85957.02
/sapmnt,2026-06-22,10,prdapp01,Application Server,68.5,82575.36
/db2/data,2026-06-22,10,prdapp02,Database Data,65.34,363436.44
/sapmnt,2026-06-22,10,prdapp01,Application Server,54.03,120507.6
/db2/data,2026-06-22,11,prdapp01,Database Data,31.51,718169.7
