Date,Hour,5minLoadAverage[QL],User Utilization[%],System Utilization[%],Idle[%],Idle True[%],Number of CPUs
2026-06-17,7,2.69,16.85,-2.33,85.48,84.4,16
2026-06-17,7,2.97,9.41,10.1,80.49,79.03,16
2026-06-17,7,4.13,17.48,9.35,73.17,72.61,16
2026-06-17,7,3.56,4.44,14.78,80.78,80.54,16
2026-06-17,8,2.19,19.21,-5.7,86.49,85.75,16
2026-06-17,8,1.36,14.94,-7.44,92.5,92.19,16
2026-06-17,8,1.99,5.68,9.41,84.91,84.79,16
2026-06-17,8,4.62,16.43,12.79,70.78,69.47,16
2026-06-17,8,3.59,18.1,6.53,75.37,74.83,16
2026-06-17,8,0.92,4.76,1.9,93.34,92.65,16
2026-06-17,8,2.87,18.11,1.23,80.66,80.58,16
2026-06-17,9,1.45,15.76,-4.97,89.21,87.74,16
2026-06-17,9,1.72,10.78,-0.82,90.04,88.57,16
2026-06-17,9,2.7,16.1,-0.7,84.6,84.09,16
2026-06-17,9,1.69,16.32,-3.88,87.56,86.31,16
2026-06-17,9,3.88,12.56,14.69,72.75,72.32,16
2026-06-17,9,3.32,19.15,3.15,77.7,76.85,16
2026-06-17,9,2.21,7.18,4.57,88.25,87.88,16
2026-06-17,10,4.38,12.83,11.8,75.37,74.26,16
2026-06-17,10,1.06,12.24,-5.26,93.02,92.48,16
2026-06-17,10,3.16,19.58,0.7,79.72,78.41,16
2026-06-17,10,4.63,4.75,23.61,71.64,70.23,16
2026-06-17,10,1.91,13.33,-0.16,86.83,85.5,16
2026-06-17,10,3.05,15.13,6.98,77.89,77.52,16
2026-06-17,10,3.08,19.01,-0.93,81.92,81.29,16
2026-06-17,11,1.21,5.07,2.79,92.14,91.29,16
2026-06-17,11,5.27,19.58,10.19,70.23,70.03,16
2026-06-17,11,1.33,7.5,0.87,91.63,91.36,16
2026-06-17,11,4.43,9.94,17.87,72.19,70.86,16
2026-06-17,11,1.85,5.86,6.65,87.49,86.43,16
2026-06-17,11,1.12,9.39,-3.23,93.84,93.28,16
2026-06-17,11,2.24,7.92,4.56,87.52,86.97,16
2026-06-17,12,2.77,4.39,14.65,80.96,79.39,16
2026-06-17,12,2.78,5.93,10.02,84.05,83.2,16
2026-06-17,12,3.67,10.13,17.19,72.68,72.38,16
2026-06-17,12,3.69,10.74,13.07,76.19,75.08,16
2026-06-17,12,0.69,13.05,-7.85,94.8,94.03,16
2026-06-17,12,1.85,12.87,0.45,86.68,85.39,16
2026-06-17,12,4.31,14.93,9.89,75.18,74.17,16
2026-06-17,13,1.89,12.24,1.24,86.52,86.07,16
2026-06-17,13,2.7,10.94,3.18,85.88,85.49,16
2026-06-17,13,1.22,16.41,-9.07,92.66,91.32,16
2026-06-17,13,3.65,3.04,22.83,74.13,74.11,16
2026-06-17,13,4.26,11.92,17.84,70.24,69.37,16
2026-06-17,13,3.61,17.56,8.28,74.16,72.76,16
2026-06-17,13,2.99,18.07,1.03,80.9,80.73,16
2026-06-17,14,1.03,17.92,-11.41,93.49,92.38,16
2026-06-17,14,0.75,10.35,-5.14,94.79,94.26,16
2026-06-17,14,3.06,19.35,-2.64,83.29,82.36,16
2026-06-17,14,4.36,13.19,11.85,74.96,74.36,16
2026-06-17,14,1.13,8.05,-1.15,93.1,92.38,16
2026-06-17,14,3.22,11.43,11.89,76.68,76.0,16
2026-06-17,14,2.9,14.1,5.25,80.65,79.68,16
2026-06-17,15,2.6,4.63,13.1,82.27,81.64,16
2026-06-17,15,4.8,4.12,24.29,71.59,71.03,16
2026-06-17,15,0.87,18.36,-12.94,94.58,93.37,16
2026-06-17,15,4.19,8.01,18.03,73.96,73.15,16
2026-06-17,15,1.9,9.54,0.73,89.73,89.18,16
2026-06-17,15,3.6,16.37,9.83,73.8,73.35,16
2026-06-17,15,5.35,9.69,18.95,71.36,70.38,16
2026-06-17,16,0.99,19.87,-13.2,93.33,92.0,16
2026-06-17,16,3.28,19.38,5.28,75.34,74.54,16
2026-06-17,16,3.16,19.64,-1.79,82.15,81.14,16
2026-06-17,16,3.03,9.94,6.93,83.13,82.87,16
2026-06-17,16,1.35,16.11,-5.55,89.44,89.07,16
2026-06-17,16,1.8,3.88,6.49,89.63,88.94,16
2026-06-17,16,4.39,7.42,18.68,73.9,73.46,16
2026-06-17,17,3.5,11.12,8.49,80.39,79.35,16
2026-06-17,17,5.28,14.99,12.92,72.09,70.82,16
2026-06-17,17,1.67,3.51,7.44,89.05,87.55,16
2026-06-17,17,3.58,7.05,17.86,75.09,74.82,16
2026-06-17,17,3.33,16.57,5.32,78.11,77.58,16
2026-06-17,17,3.9,15.44,9.43,75.13,73.91,16
2026-06-17,18,4.76,12.53,13.43,74.04,73.1,16
2026-06-17,18,4.3,5.44,17.19,77.37,76.71,16
2026-06-17,18,2.77,5.06,11.26,83.68,82.03,16
2026-06-17,18,4.47,3.68,20.39,75.93,74.5,16
2026-06-17,18,2.64,4.2,11.38,84.42,84.05,16
2026-06-17,18,1.19,13.71,-4.65,90.94,89.16,16
2026-06-17,18,3.26,18.69,3.94,77.37,76.25,16
2026-06-17,19,3.62,12.51,6.97,80.52,79.33,16
2026-06-17,19,1.67,11.17,0.09,88.74,88.07,16
2026-06-17,19,1.3,11.59,-3.33,91.74,91.55,16
2026-06-17,19,4.28,11.93,11.08,76.99,75.92,16
2026-06-17,19,4.94,7.58,20.18,72.24,71.49,16
2026-06-17,19,1.42,4.37,5.73,89.9,89.01,16
2026-06-17,19,4.1,15.5,14.08,70.42,70.26,16
2026-06-17,20,1.18,3.19,3.55,93.26,93.16,16
2026-06-17,20,1.34,18.05,-8.21,90.16,89.5,16
2026-06-17,20,3.46,9.4,10.0,80.6,80.5,16
2026-06-17,20,3.32,7.18,17.38,75.44,74.35,16
2026-06-17,20,3.32,18.42,5.45,76.13,75.62,16
2026-06-17,20,3.89,18.16,9.96,71.88,71.56,16
2026-06-17,20,1.94,11.59,2.34,86.07,85.55,16
2026-06-17,21,1.24,11.75,-5.18,93.43,93.04,16
2026-06-17,21,3.84,15.55,7.47,76.98,75.78,16
2026-06-17,21,3.22,9.29,8.81,81.9,80.74,16
2026-06-17,21,2.79,8.63,8.7,82.67,81.48,16
2026-06-17,21,1.71,10.97,0.57,88.46,88.21,16
2026-06-17,21,4.31,4.88,22.27,72.85,71.78,16
2026-06-17,21,1.1,13.68,-5.93,92.25,90.99,16
2026-06-17,22,3.13,19.8,-2.74,82.94,81.94,16
2026-06-17,22,1.79,7.02,2.72,90.26,90.01,16
2026-06-17,22,2.02,6.52,6.91,86.57,85.14,16
2026-06-17,22,0.96,19.39,-12.19,92.8,91.5,16
2026-06-17,22,2.53,11.19,6.68,82.13,81.56,16
2026-06-17,22,2.89,7.24,14.55,78.21,77.82,16
2026-06-17,22,1.39,12.4,-1.99,89.59,89.2,16
2026-06-17,23,3.33,16.67,6.18,77.15,75.93,16
2026-06-17,23,3.61,16.33,7.61,76.06,75.97,16
2026-06-17,23,5.3,12.26,16.72,71.02,69.73,16
2026-06-17,23,3.9,12.78,12.85,74.37,73.1,16
2026-06-17,23,3.04,10.02,8.25,81.73,80.6,16
2026-06-17,23,2.87,17.47,2.7,79.83,78.24,16
2026-06-17,23,1.9,10.55,2.18,87.27,86.15,16
2026-06-18,0,2.34,7.9,4.93,87.17,85.59,16
2026-06-18,0,4.16,7.07,16.78,76.15,75.25,16
2026-06-18,0,3.82,12.28,13.31,74.41,74.22,16
2026-06-18,0,2.31,8.15,5.35,86.5,85.06,16
2026-06-18,0,5.4,18.15,11.51,70.34,70.03,16
2026-06-18,0,3.13,5.26,18.64,76.1,76.07,16
2026-06-18,0,4.66,4.48,21.85,73.67,72.9,16
2026-06-18,1,2.89,19.52,-0.33,80.81,80.07,16
2026-06-18,1,0.88,12.9,-6.24,93.34,92.63,16
2026-06-18,1,3.3,15.01,2.55,82.44,82.05,16
2026-06-18,1,2.4,14.04,-0.32,86.28,85.12,16
2026-06-18,1,5.47,19.98,9.47,70.55,69.66,16
2026-06-18,1,5.07,17.15,12.47,70.38,69.93,16
2026-06-18,1,3.46,3.02,16.5,80.48,79.28,16
2026-06-18,2,1.24,11.57,-3.39,91.82,91.18,16
2026-06-18,2,2.55,9.5,9.06,81.44,79.9,16
2026-06-18,2,0.83,18.3,-12.89,94.59,94.55,16
2026-06-18,2,4.78,12.64,14.96,72.4,71.31,16
2026-06-18,2,4.3,12.54,9.95,77.51,76.58,16
2026-06-18,2,2.63,7.85,10.3,81.85,80.46,16
2026-06-18,2,3.91,7.33,18.19,74.48,74.4,16
2026-06-18,3,1.4,10.62,-0.11,89.49,88.75,16
2026-06-18,3,0.85,8.99,-3.8,94.81,93.97,16
2026-06-18,3,2.36,16.57,-2.33,85.76,84.85,16
2026-06-18,3,1.68,6.24,5.8,87.96,86.37,16
2026-06-18,3,0.98,18.9,-13.05,94.15,94.04,16
2026-06-18,3,1.95,17.36,-6.07,88.71,87.51,16
2026-06-18,3,4.38,15.42,10.49,74.09,72.85,16
2026-06-18,4,1.11,12.19,-3.92,91.73,91.29,16
2026-06-18,4,4.4,9.01,14.81,76.18,75.17,16
2026-06-18,4,4.86,10.22,18.01,71.77,70.43,16
2026-06-18,4,2.51,7.33,11.51,81.16,80.7,16
2026-06-18,4,4.81,7.19,18.08,74.73,73.42,16
2026-06-18,4,3.08,4.46,16.54,79.0,78.56,16
2026-06-18,5,2.2,5.03,10.07,84.9,83.44,16
2026-06-18,5,1.73,14.48,-1.41,86.93,86.58,16
2026-06-18,5,3.79,9.48,13.77,76.75,75.63,16
2026-06-18,5,4.78,12.31,12.72,74.97,73.97,16
2026-06-18,5,3.11,17.28,4.53,78.19,76.71,16
2026-06-18,5,1.32,5.27,4.71,90.02,89.71,16
2026-06-18,5,3.49,17.84,3.06,79.1,78.45,16
2026-06-18,6,4.16,14.22,12.7,73.08,71.72,16
2026-06-18,6,1.92,8.03,5.33,86.64,85.76,16
2026-06-18,6,3.58,16.09,8.79,75.12,74.95,16
2026-06-18,6,3.07,3.97,17.83,78.2,77.79,16
2026-06-18,6,1.25,4.65,4.38,90.97,89.82,16
2026-06-18,6,3.03,4.19,13.26,82.55,81.65,16
2026-06-18,6,3.95,19.83,5.78,74.39,73.23,16
2026-06-18,7,3.23,17.56,1.22,81.22,80.83,16
2026-06-18,7,4.63,7.46,20.96,71.58,71.34,16
2026-06-18,7,1.87,19.5,-7.1,87.6,86.96,16
2026-06-18,7,5.15,6.14,23.17,70.69,69.69,16
2026-06-18,7,4.37,12.49,15.73,71.78,70.48,16
2026-06-18,7,4.07,15.11,11.66,73.23,73.11,16
2026-06-18,7,4.98,9.64,19.94,70.42,69.43,16
2026-06-18,8,2.08,7.0,7.38,85.62,84.44,16
2026-06-18,8,3.32,9.58,8.65,81.77,80.76,16
2026-06-18,8,1.03,17.03,-10.54,93.51,92.91,16
2026-06-18,8,1.14,17.7,-9.05,91.35,89.96,16
2026-06-18,8,4.01,12.67,12.01,75.32,75.29,16
2026-06-18,8,4.72,12.84,15.04,72.12,71.53,16
2026-06-18,8,1.42,8.99,-0.53,91.54,90.52,16
2026-06-18,9,2.86,9.76,6.67,83.57,82.62,16
2026-06-18,9,3.22,9.21,8.26,82.53,82.07,16
2026-06-18,9,3.67,12.32,16.17,71.51,70.84,16
2026-06-18,9,1.25,11.47,-3.38,91.91,91.64,16
2026-06-18,9,2.97,15.33,4.4,80.27,78.9,16
2026-06-18,9,1.26,10.23,-3.56,93.33,91.99,16
2026-06-18,9,3.44,16.34,2.81,80.85,79.63,16
2026-06-18,10,5.47,18.98,9.82,71.2,71.14,16
2026-06-18,10,1.95,3.65,9.16,87.19,86.55,16
2026-06-18,10,1.2,4.74,3.91,91.35,90.47,16
2026-06-18,10,3.81,10.18,12.41,77.41,76.7,16
2026-06-18,10,1.57,3.56,5.17,91.27,90.49,16
2026-06-18,10,2.35,5.53,12.79,81.68,81.32,16
2026-06-18,10,4.34,9.96,14.44,75.6,74.84,16
2026-06-18,11,2.51,6.88,9.6,83.52,81.86,16
2026-06-18,11,3.83,12.05,7.98,79.97,78.7,16
2026-06-18,11,3.9,10.21,12.94,76.85,76.31,16
2026-06-18,11,3.81,19.34,7.18,73.48,72.13,16
2026-06-18,11,2.57,8.24,7.82,83.94,82.64,16
2026-06-18,11,2.97,5.05,12.41,82.54,81.7,16
2026-06-18,11,2.05,15.42,-3.2,87.78,86.33,16
2026-06-18,12,1.28,4.31,4.2,91.49,90.93,16
2026-06-18,12,2.9,7.2,11.02,81.78,81.6,16
2026-06-18,12,1.55,5.94,2.58,91.48,90.5,16
2026-06-18,12,1.82,11.65,-0.76,89.11,88.32,16
2026-06-18,12,2.6,15.29,4.6,80.11,79.52,16
2026-06-18,12,0.91,11.85,-5.47,93.62,92.82,16
2026-06-18,12,3.46,19.48,7.38,73.14,71.98,16
2026-06-18,13,1.07,9.71,-3.13,93.42,92.59,16
2026-06-18,13,3.82,3.34,23.24,73.42,72.61,16
2026-06-18,13,1.88,17.48,-2.85,85.37,85.18,16
2026-06-18,13,3.11,8.36,14.47,77.17,77.15,16
2026-06-18,13,3.94,10.4,10.25,79.35,78.07,16
2026-06-18,13,3.26,3.46,14.75,81.79,80.29,16
2026-06-18,13,3.5,5.75,18.71,75.54,75.28,16
2026-06-18,14,1.66,9.07,3.15,87.78,87.56,16
2026-06-18,14,1.94,17.14,-6.14,89.0,88.19,16
2026-06-18,14,1.52,6.13,2.11,91.76,90.58,16
2026-06-18,14,4.05,7.54,14.03,78.43,78.41,16
2026-06-18,14,1.06,18.66,-11.34,92.68,92.57,16
2026-06-18,14,2.32,13.04,3.1,83.86,82.7,16
2026-06-18,15,1.69,17.47,-5.52,88.05,87.27,16
2026-06-18,15,1.1,17.06,-9.96,92.9,91.84,16
2026-06-18,15,3.19,16.03,4.65,79.32,78.76,16
2026-06-18,15,2.53,11.37,3.31,85.32,84.61,16
2026-06-18,15,2.06,17.5,-6.62,89.12,87.73,16
2026-06-18,15,4.62,3.13,22.87,74.0,73.85,16
2026-06-18,15,1.22,18.45,-11.4,92.95,91.56,16
2026-06-18,16,3.12,14.75,5.91,79.34,79.07,16
2026-06-18,16,3.15,13.43,10.01,76.56,75.19,16
2026-06-18,16,2.8,10.32,7.02,82.66,82.28,16
2026-06-18,16,4.15,7.47,17.29,75.24,74.11,16
2026-06-18,16,2.03,12.4,-1.36,88.96,87.8,16
2026-06-18,16,2.85,5.38,10.5,84.12,82.65,16
2026-06-18,16,3.7,13.18,11.51,75.31,75.24,16
2026-06-18,17,2.83,7.1,9.24,83.66,82.47,16
2026-06-18,17,2.52,17.37,-2.95,85.58,85.36,16
2026-06-18,17,3.58,9.19,12.11,78.7,77.43,16
2026-06-18,17,4.34,3.54,20.32,76.14,75.55,16
2026-06-18,17,1.79,4.42,8.9,86.68,86.5,16
2026-06-18,17,2.31,17.77,-2.41,84.64,83.74,16
2026-06-18,17,2.76,15.04,3.99,80.97,80.5,16
2026-06-18,18,3.48,18.39,0.87,80.74,80.17,16
2026-06-18,18,4.12,5.19,18.1,76.71,76.37,16
2026-06-18,18,3.14,3.74,14.41,81.85,81.51,16
2026-06-18,18,1.04,6.69,-0.26,93.57,91.78,16
2026-06-18,18,1.08,13.89,-6.07,92.18,90.83,16
2026-06-18,18,1.84,18.56,-6.15,87.59,86.34,16
2026-06-18,18,1.94,10.84,0.61,88.55,88.03,16
2026-06-18,19,2.8,19.32,0.36,80.32,79.48,16
2026-06-18,19,3.59,6.34,17.66,76.0,75.66,16
2026-06-18,19,3.25,7.36,15.71,76.93,76.57,16
2026-06-18,19,3.06,15.2,2.44,82.36,82.07,16
2026-06-18,19,3.22,11.37,9.61,79.02,78.49,16
2026-06-18,19,2.03,8.25,2.81,88.94,88.29,16
2026-06-18,19,1.65,15.45,-3.31,87.86,87.15,16
2026-06-18,20,1.87,13.61,-3.52,89.91,89.68,16
2026-06-18,20,1.75,3.09,10.54,86.37,85.27,16
2026-06-18,20,1.87,5.15,6.27,88.58,88.38,16
2026-06-18,20,2.63,17.61,2.78,79.61,78.69,16
2026-06-18,20,3.74,11.34,13.87,74.79,74.12,16
2026-06-18,20,2.68,14.37,5.25,80.38,80.26,16
2026-06-18,20,2.27,15.13,-2.56,87.43,86.85,16
2026-06-18,21,4.68,16.2,10.04,73.76,73.21,16
2026-06-18,21,1.17,8.03,-1.61,93.58,92.94,16
2026-06-18,21,4.51,5.15,22.71,72.14,71.27,16
2026-06-18,21,2.75,8.19,10.3,81.51,80.28,16
2026-06-18,21,1.07,5.18,1.74,93.08,91.67,16
2026-06-18,21,3.76,12.01,7.99,80.0,79.71,16
2026-06-18,21,2.66,13.19,1.24,85.57,85.04,16
2026-06-18,22,3.9,5.43,18.1,76.47,75.86,16
2026-06-18,22,2.86,14.73,4.75,80.52,80.17,16
2026-06-18,22,3.81,4.05,17.41,78.54,78.02,16
2026-06-18,22,3.36,17.1,4.81,78.09,77.21,16
2026-06-18,22,3.69,13.32,13.78,72.9,71.79,16
2026-06-18,22,4.0,15.3,10.09,74.61,73.85,16
2026-06-18,22,2.35,9.57,8.73,81.7,81.26,16
2026-06-18,23,2.75,14.74,2.28,82.98,82.69,16
2026-06-18,23,4.71,16.58,9.63,73.79,73.76,16
2026-06-18,23,4.86,8.68,18.75,72.57,72.42,16
2026-06-18,23,2.74,7.75,7.26,84.99,84.34,16
2026-06-18,23,1.81,16.91,-4.96,88.05,86.99,16
2026-06-18,23,3.31,17.63,1.06,81.31,80.28,16
2026-06-18,23,2.69,18.84,-3.27,84.43,83.22,16
2026-06-19,0,1.04,19.19,-13.62,94.43,92.88,16
2026-06-19,0,4.91,7.65,21.12,71.23,70.33,16
2026-06-19,0,2.85,5.56,15.28,79.16,78.82,16
2026-06-19,0,4.71,4.94,22.93,72.13,71.19,16
2026-06-19,0,3.7,19.03,1.27,79.7,78.26,16
2026-06-19,0,2.21,19.25,-7.57,88.32,88.28,16
2026-06-19,0,2.11,8.18,4.62,87.2,85.66,16
2026-06-19,1,3.16,6.88,16.67,76.45,75.3,16
2026-06-19,1,5.09,16.14,10.62,73.24,71.8,16
2026-06-19,1,4.29,4.95,22.33,72.72,72.66,16
2026-06-19,1,3.52,7.11,14.16,78.73,78.58,16
2026-06-19,1,2.22,16.59,-2.96,86.37,85.17,16
2026-06-19,1,1.39,12.84,-5.55,92.71,92.66,16
2026-06-19,2,3.93,16.79,12.61,70.6,70.02,16
2026-06-19,2,1.77,7.88,2.92,89.2,88.31,16
2026-06-19,2,2.33,7.25,7.41,85.34,84.9,16
2026-06-19,2,2.92,19.93,-0.72,80.79,80.53,16
2026-06-19,2,3.46,7.01,15.6,77.39,76.6,16
2026-06-19,2,4.21,16.51,7.93,75.56,75.47,16
2026-06-19,2,5.41,11.1,17.26,71.64,70.72,16
2026-06-19,3,3.17,16.6,8.03,75.37,74.44,16
2026-06-19,3,4.16,4.55,20.81,74.64,74.15,16
2026-06-19,3,2.54,6.96,8.16,84.88,83.86,16
2026-06-19,3,1.5,18.25,-9.19,90.94,90.38,16
2026-06-19,3,4.22,13.17,11.29,75.54,74.65,16
2026-06-19,3,1.56,19.65,-8.43,88.78,87.06,16
2026-06-19,3,2.75,17.87,-3.34,85.47,84.85,16
2026-06-19,4,1.88,19.91,-9.71,89.8,89.27,16
2026-06-19,4,2.59,8.13,8.93,82.94,82.85,16
2026-06-19,4,0.99,14.51,-6.98,92.47,92.34,16
2026-06-19,4,2.44,19.19,-5.55,86.36,86.35,16
2026-06-19,4,1.34,7.19,1.66,91.15,90.21,16
2026-06-19,4,2.74,15.94,0.08,83.98,82.75,16
2026-06-19,4,2.71,4.09,16.41,79.5,78.33,16
2026-06-19,5,1.74,13.38,-2.27,88.89,88.79,16
2026-06-19,5,3.01,4.77,14.34,80.89,79.39,16
2026-06-19,5,2.82,15.55,5.16,79.29,78.44,16
2026-06-19,5,4.62,3.59,24.72,71.69,70.58,16
2026-06-19,5,2.81,3.59,15.95,80.46,79.52,16
2026-06-19,5,3.1,3.75,15.81,80.44,79.91,16
2026-06-19,5,1.11,5.54,0.5,93.96,93.61,16
2026-06-19,6,3.43,10.5,11.81,77.69,77.48,16
2026-06-19,6,4.76,8.44,17.59,73.97,73.61,16
2026-06-19,6,1.52,15.46,-6.72,91.26,90.21,16
2026-06-19,6,1.37,16.4,-7.35,90.95,89.88,16
2026-06-19,6,2.39,15.89,-1.71,85.82,85.5,16
2026-06-19,6,4.23,12.73,16.65,70.62,69.36,16
2026-06-19,6,1.58,12.82,-2.45,89.63,89.15,16
2026-06-19,7,3.13,12.02,6.49,81.49,80.33,16
2026-06-19,7,2.52,18.26,-1.3,83.04,82.73,16
2026-06-19,7,2.72,18.87,-4.32,85.45,84.15,16
2026-06-19,7,3.78,12.56,12.35,75.09,74.84,16
2026-06-19,7,4.9,10.51,15.7,73.79,73.73,16
2026-06-19,7,4.75,16.13,8.91,74.96,73.93,16
2026-06-19,7,4.76,13.0,13.32,73.68,73.35,16
2026-06-19,8,2.0,6.77,5.4,87.83,86.5,16
2026-06-19,8,2.77,10.86,9.67,79.47,78.68,16
2026-06-19,8,2.59,11.49,2.12,86.39,85.49,16
2026-06-19,8,1.46,5.6,2.77,91.63,91.54,16
2026-06-19,8,4.17,15.68,9.97,74.35,74.28,16
2026-06-19,8,2.97,10.94,6.81,82.25,82.01,16
2026-06-19,8,2.21,16.81,-3.85,87.04,85.39,16
2026-06-19,9,3.39,8.4,9.43,82.17,82.04,16
2026-06-19,9,3.96,9.31,13.43,77.26,77.09,16
2026-06-19,9,4.19,18.67,8.25,73.08,72.26,16
2026-06-19,9,2.12,3.42,9.33,87.25,85.74,16
2026-06-19,9,2.04,14.6,0.87,84.53,84.33,16
2026-06-19,9,5.18,16.14,11.82,72.04,71.12,16
2026-06-19,9,1.17,15.6,-6.52,90.92,89.24,16
2026-06-19,10,2.28,9.65,3.13,87.22,87.08,16
2026-06-19,10,2.61,6.64,9.58,83.78,82.15,16
2026-06-19,10,3.95,11.9,11.57,76.53,76.14,16
2026-06-19,10,4.34,12.06,16.77,71.17,69.86,16
2026-06-19,10,3.04,14.44,1.74,83.82,82.41,16
2026-06-19,10,2.01,11.69,-1.09,89.4,89.36,16
2026-06-19,10,4.91,12.52,14.45,73.03,71.73,16
2026-06-19,11,1.26,3.62,3.34,93.04,91.37,16
2026-06-19,11,1.41,7.08,0.32,92.6,92.21,16
2026-06-19,11,3.08,18.29,2.89,78.82,77.59,16
2026-06-19,11,3.97,16.67,6.85,76.48,75.69,16
2026-06-19,11,4.23,15.72,13.47,70.81,69.68,16
2026-06-19,11,1.46,10.69,-0.17,89.48,88.47,16
2026-06-19,12,2.26,12.09,1.2,86.71,86.52,16
2026-06-19,12,3.15,4.71,12.07,83.22,82.51,16
2026-06-19,12,4.56,12.16,15.27,72.57,72.41,16
2026-06-19,12,4.64,14.22,13.97,71.81,71.8,16
2026-06-19,12,4.2,14.43,7.94,77.63,77.07,16
2026-06-19,12,4.42,6.44,20.01,73.55,72.11,16
2026-06-19,12,1.3,16.96,-9.13,92.17,91.35,16
2026-06-19,13,2.71,12.21,5.97,81.82,81.6,16
2026-06-19,13,4.89,14.21,12.36,73.43,73.31,16
2026-06-19,13,1.78,19.86,-9.91,90.05,89.43,16
2026-06-19,13,1.24,12.36,-3.34,90.98,90.32,16
2026-06-19,13,4.14,13.11,9.87,77.02,76.61,16
2026-06-19,13,5.59,6.83,23.14,70.03,69.31,16
2026-06-19,13,4.83,16.51,10.89,72.6,71.46,16
2026-06-19,14,2.12,18.61,-7.05,88.44,87.01,16
2026-06-19,14,3.24,16.12,4.86,79.02,77.66,16
2026-06-19,14,1.7,8.51,2.01,89.48,88.32,16
2026-06-19,14,2.27,13.17,-0.15,86.98,86.1,16
2026-06-19,14,4.44,17.04,11.24,71.72,71.62,16
2026-06-19,14,4.74,4.34,20.57,75.09,74.8,16
2026-06-19,14,1.21,5.96,1.21,92.83,92.05,16
2026-06-19,15,2.16,8.4,3.15,88.45,87.3,16
2026-06-19,15,4.31,18.1,8.03,73.87,73.51,16
2026-06-19,15,2.56,8.92,8.13,82.95,81.69,16
2026-06-19,15,2.52,16.56,-0.43,83.87,82.56,16
2026-06-19,15,2.7,7.88,12.41,79.71,79.3,16
2026-06-19,15,4.09,16.8,8.02,75.18,74.86,16
2026-06-19,15,3.25,6.48,18.68,74.84,73.48,16
2026-06-19,16,1.24,16.7,-8.15,91.45,89.64,16
2026-06-19,16,2.15,16.32,-0.71,84.39,84.18,16
2026-06-19,16,1.64,7.1,3.95,88.95,87.2,16
2026-06-19,16,3.1,5.84,16.63,77.53,76.82,16
2026-06-19,16,2.25,15.12,1.49,83.39,81.85,16
2026-06-19,16,2.18,3.51,8.8,87.69,87.32,16
2026-06-19,16,0.71,18.67,-13.61,94.94,93.94,16
2026-06-19,17,1.43,17.73,-7.9,90.17,88.77,16
2026-06-19,17,4.4,11.37,15.19,73.44,72.96,16
2026-06-19,17,3.91,5.55,18.49,75.96,74.72,16
2026-06-19,17,2.66,6.11,12.9,80.99,79.46,16
2026-06-19,17,1.19,8.93,-0.26,91.33,90.97,16
2026-06-19,17,2.49,6.17,10.22,83.61,82.29,16
2026-06-19,17,2.84,9.42,8.3,82.28,81.13,16
2026-06-19,18,1.96,8.85,2.98,88.17,86.9,16
2026-06-19,18,1.22,12.58,-5.76,93.18,92.34,16
2026-06-19,18,4.63,5.34,24.33,70.33,69.42,16
2026-06-19,18,1.75,6.32,5.97,87.71,86.37,16
2026-06-19,18,3.54,5.33,17.33,77.34,76.76,16
2026-06-19,18,4.9,7.08,20.81,72.11,71.17,16
2026-06-19,18,1.78,4.74,7.82,87.44,86.43,16
2026-06-19,19,2.44,7.97,8.45,83.58,83.56,16
2026-06-19,19,3.13,18.15,5.12,76.73,76.7,16
2026-06-19,19,3.95,8.93,16.24,74.83,73.7,16
2026-06-19,19,1.55,13.7,-2.54,88.84,87.77,16
2026-06-19,19,3.24,4.16,14.05,81.79,81.78,16
2026-06-19,19,4.15,19.29,3.77,76.94,75.72,16
2026-06-19,19,5.22,5.56,23.78,70.66,70.51,16
2026-06-19,20,4.62,19.98,8.11,71.91,71.01,16
2026-06-19,20,2.26,18.98,-6.71,87.73,86.67,16
2026-06-19,20,1.64,17.63,-6.34,88.71,88.58,16
2026-06-19,20,1.07,6.73,1.19,92.08,91.84,16
2026-06-19,20,3.01,9.97,12.14,77.89,77.78,16
2026-06-19,20,2.89,6.94,8.91,84.15,83.63,16
2026-06-19,20,2.46,3.8,9.28,86.92,86.56,16
2026-06-19,21,1.12,16.58,-8.72,92.14,91.57,16
2026-06-19,21,2.68,8.21,9.39,82.4,80.85,16
2026-06-19,21,2.05,3.03,9.39,87.58,87.46,16
2026-06-19,21,1.83,5.91,5.68,88.41,87.48,16
2026-06-19,21,1.42,14.57,-6.3,91.73,90.08,16
2026-06-19,21,1.79,17.89,-7.48,89.59,89.4,16
2026-06-19,21,5.55,15.12,14.07,70.81,69.74,16
2026-06-19,22,4.99,12.93,13.9,73.17,72.64,16
2026-06-19,22,3.27,13.78,3.7,82.52,81.37,16
2026-06-19,22,2.82,16.81,2.16,81.03,80.78,16
2026-06-19,22,2.51,10.84,2.67,86.49,85.57,16
2026-06-19,22,3.65,9.65,15.42,74.93,74.5,16
2026-06-19,22,2.33,7.76,5.84,86.4,85.9,16
2026-06-19,23,1.56,15.09,-6.88,91.79,91.31,16
2026-06-19,23,5.51,18.66,11.21,70.13,69.8,16
2026-06-19,23,5.24,15.63,12.33,72.04,70.81,16
2026-06-19,23,2.31,4.8,11.38,83.82,82.21,16
2026-06-19,23,1.31,9.22,-0.53,91.31,90.63,16
2026-06-19,23,3.16,14.22,3.72,82.06,81.84,16
2026-06-19,23,1.09,19.38,-12.21,92.83,92.54,16
